Institution,STEM,Department,Website_Type,Subset,OutsideDoc,URL,Date_Collected,Scraper,Time_to_Scrape,Notes
UC San Diego,Y,Mechanical and Aerospace Engineering,Advising,,,https://mae.ucsd.edu/undergrad/advising,10/30/2024,Nate,4:10,
UC San Diego,Y,Mechanical and Aerospace Engineering,Research,,,https://mae.ucsd.edu/research/overview,10/30/2024,Nate,4:10,
UC San Diego,Y,Mechanical and Aerospace Engineering,Undergraduate Research,,,,10/30/2024,Nate,4:10,
UC San Diego,Y,Mechanical and Aerospace Engineering,DEI/JEDI,,,https://mae.ucsd.edu/edi/principles,10/30/2024,Nate,4:10,
UC San Diego,Y,Mechanical and Aerospace Engineering,Chair’s Message,,,https://mae.ucsd.edu/about/message-chair,10/30/2024,Nate,4:10,
UC San Diego,Y,Mechanical and Aerospace Engineering,About,,,,10/30/2024,Nate,4:10,
UC San Diego,Y,Mechanical and Aerospace Engineering,Courses/Curriculum,,,https://mae.ucsd.edu/courses,10/30/2024,Nate,4:10,
UC San Diego,N,Music,Home/Landing,,,https://music-cms.ucsd.edu/,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Undergrad education,,,https://music-cms.ucsd.edu/ugrad/index.html,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Prospective students,,,https://music-cms.ucsd.edu/ugrad/undergrad-admissions.html,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Advising,,,https://music-cms.ucsd.edu/ugrad/advising.html,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Research,,,,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Undergraduate Research,,,,10/30/2024,Nate,2:22,
UC San Diego,N,Music,DEI/JEDI,,,,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Chair’s Message,,,,10/30/2024,Nate,2:22,
UC San Diego,N,Music,About,,,https://music-cms.ucsd.edu/about/index.html,10/30/2024,Nate,2:22,
UC San Diego,N,Music,Courses/Curriculum,,,https://music-cms.ucsd.edu/ugrad/courses/index.html,10/30/2024,Nate,2:22,
UC San Diego,Y,Nanoengineering,Home/Landing,,,https://ne.ucsd.edu/,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Undergrad education,,,https://ne.ucsd.edu/undergrad-programs/degree,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Prospective students,,,https://ne.ucsd.edu/undergrad-programs/admissions,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Advising,,,https://ne.ucsd.edu/undergrad-programs/degree/advising,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Research,,,,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Undergraduate Research,,,,10/30/2024,Nate,4:15,sent to research portal
UC San Diego,Y,Nanoengineering,DEI/JEDI,,,,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Chair’s Message,,,https://ne.ucsd.edu/about-us/overview,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,About,,,,10/30/2024,Nate,4:15,
UC San Diego,Y,Nanoengineering,Courses/Curriculum,,,https://ne.ucsd.edu/undergrad-programs/degree,10/30/2024,Nate,4:15,
UC San Diego,N,Philosophy,Home/Landing,,,https://philosophy.ucsd.edu/,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Undergrad education,,,https://philosophy.ucsd.edu/undergraduate/index.html,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Prospective students,,,https://philosophy.ucsd.edu/undergraduate/admissions.html,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Advising,,,,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Research,,,https://philosophy.ucsd.edu/research-groups/index.html,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Undergraduate Research,,,,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,DEI/JEDI,,,,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Chair’s Message,,,,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,About,,,https://philosophy.ucsd.edu/about/index.html,10/30/2024,Nate,4:47,
UC San Diego,N,Philosophy,Courses/Curriculum,,,https://philosophy.ucsd.edu/courses/index.html,10/30/2024,Nate,4:47,
UC San Diego,Y,Physics,Home/Landing,,,https://physics.ucsd.edu/,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Undergrad education,,,https://physics.ucsd.edu/students/undergraduate/education,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Prospective students,,,https://physics.ucsd.edu/prospective-students,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Advising,,,https://physics.ucsd.edu/students/undergraduate/advising,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Research,,,https://physics.ucsd.edu/research,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Undergraduate Research,,,https://physics.ucsd.edu/students/undergraduate/research,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,DEI/JEDI,,,https://physics.ucsd.edu/diversity/edi-activities-and-initiatives,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Chair’s Message,,,https://physics.ucsd.edu/welcome,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,About,,,https://physics.ucsd.edu/about,10/30/2024,Nate,3:29,
UC San Diego,Y,Physics,Courses/Curriculum,,,,10/30/2024,Nate,3:29,
UC San Diego,N,Political Science,Home/Landing,,,https://polisci.ucsd.edu/,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Undergrad education,,,https://polisci.ucsd.edu/undergrad/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Prospective students,,,https://polisci.ucsd.edu/undergrad/new-and-prospective-students/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Advising,,,https://polisci.ucsd.edu/undergrad/academic-advising-information/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Research,,,https://polisci.ucsd.edu/research/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Undergraduate Research,,,https://polisci.ucsd.edu/undergrad/research-opportunities/index.html,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,DEI/JEDI,,Y,https://polisci.ucsd.edu/_files/UC-San-Diego-Political-Science-Best-Practices-on-Equity-Diversity-and-Inclusion_Adopted.pdf,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Chair’s Message,,,,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,About,,,,10/30/2024,Nate,4:12,
UC San Diego,N,Political Science,Courses/Curriculum,,,https://polisci.ucsd.edu/undergrad/political-science-courses/index.html,10/30/2024,Nate,4:12,
UC San Diego,Y,Psychology,Home/Landing,,,https://psychology.ucsd.edu/,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Undergrad education,,,https://psychology.ucsd.edu/undergraduate-program/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Prospective students,,,https://psychology.ucsd.edu/undergraduate-program/new-students/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Advising,,,https://psychology.ucsd.edu/undergraduate-program/advising/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Research,,,https://psychology.ucsd.edu/research-areas/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Undergraduate Research,,,https://psychology.ucsd.edu/undergraduate-program/research/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,DEI/JEDI,,,,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Chair’s Message,,,,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,About,,,https://psychology.ucsd.edu/about/index.html,10/30/2024,Nate,2:07,
UC San Diego,Y,Psychology,Courses/Curriculum,,,https://psychology.ucsd.edu/undergraduate-program/courses/index.html,10/30/2024,Nate,2:07,
UC San Diego,N,Religion,,,,https://religion.ucsd.edu/,,,,program
UC San Diego,N,Urban Studies and Planning,Home/Landing,,,https://usp.ucsd.edu/,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Undergrad education,,,https://usp.ucsd.edu/undergraduate/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Prospective students,,,,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Advising,,,https://usp.ucsd.edu/undergraduate/advising/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Research,,,https://usp.ucsd.edu/what-we-do/our-work/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Undergraduate Research,,,,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,DEI/JEDI,,,https://usp.ucsd.edu/what-we-do/themes/just-equity-diversity-inclusion/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Chair’s Message,,,,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,About,,,https://usp.ucsd.edu/about/index.html,10/30/2024,Nate,4:00,
UC San Diego,N,Urban Studies and Planning,Courses/Curriculum,,,https://usp.ucsd.edu/undergraduate/courses/index.html,10/30/2024,Nate,4:00,
UC Berkeley,N,African American Studies,Home/Landing,,,https://africam.berkeley.edu/,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,Undergrad education,,,https://africam.berkeley.edu/major-and-minor-requirements/,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,Prospective students,,,,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,Advising,,,https://africam.berkeley.edu/undergraduate-program/undergraduate-advising/,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,Research,,,https://africam.berkeley.edu/academic-opportunities/,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,Undergraduate Research,,,https://africam.berkeley.edu/academic-opportunities/,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,DEI/JEDI,,,,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,Chair’s Message,,,,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,About,,,https://africam.berkeley.edu/about-the-program/,10/22/24,Keya,2:32,
UC Berkeley,N,African American Studies,Courses/Curriculum,,,https://africam.berkeley.edu/major-and-minor-requirements/,10/22/24,Keya,2:32,
UC Berkeley,,,,,,,,,,
UC Berkeley,Y,Agricultural and Resource Economics,Home/Landing,,,https://are.berkeley.edu/,10/22/24,Keya,2:41,
UC Berkeley,Y,Agricultural and Resource Economics,Undergrad education,,,https://are.berkeley.edu/eep/major,10/22/24,Keya,2:41,
UC Berkeley,Y,Agricultural and Resource Economics,Prospective students,,,https://are.berkeley.edu/eep/hear-from-our-students,10/22/24,Keya,2:41,
UC Berkeley,Y,Agricultural and Resource Economics,Advising,,,https://are.berkeley.edu/eep/student-outreach,10/22/24,Keya,2:41,kinda advising
UC Berkeley,Y,Agricultural and Resource Economics,Research,,,https://are.berkeley.edu/about/research-areas,10/22/24,Keya,2:41,
UC Berkeley,Y,Agricultural and Resource Economics,Undergraduate Research,,,https://are.berkeley.edu/eep/research-opportunities,10/22/24,Keya,2:41,
UC Berkeley,Y,Agricultural and Resource Economics,DEI/JEDI,,,https://are.berkeley.edu/diversity-equity-inclusion,10/22/24,Keya,2:41,
UC Berkeley,Y,Agricultural and Resource Economics,Chair’s Message,,,https://are.berkeley.edu/about/letter-chair,10/22/24,Keya,2:41,
UC Berkeley,Y,Agricultural and Resource Economics,About,,,https://are.berkeley.edu/about,10/22/24,Keya,2:41,
UC Berkeley,Y,Agricultural and Resource Economics,Courses/Curriculum,,,https://are.berkeley.edu/eep/courses,10/22/24,Keya,2:41,
UC Berkeley,,,,,,,,,,
UC Berkeley,N,American Cultures,Home/Landing,,,https://as.ugis.berkeley.edu/,10/22/24,Keya,3:25,no grad program
UC Berkeley,N,American Cultures,Undergrad education,,,https://as.ugis.berkeley.edu/,10/22/24,Keya,3:25,do i repeat url if it covers more than one website category?
UC Berkeley,N,American Cultures,Prospective students,,,https://as.ugis.berkeley.edu/declaring-the-major/,10/22/24,Keya,3:25,Declaring the major and minor pages
UC Berkeley,N,American Cultures,Advising,,,https://as.ugis.berkeley.edu/program-resources/,10/22/24,Keya,3:25,"""resources"""
UC Berkeley,N,American Cultures,Research,,,https://as.ugis.berkeley.edu/research-guides/,10/22/24,Keya,3:25,
UC Berkeley,N,American Cultures,Undergraduate Research,,,,10/22/24,Keya,3:25,only undergrad
UC Berkeley,N,American Cultures,DEI/JEDI,,,,10/22/24,Keya,3:25,
UC Berkeley,N,American Cultures,Chair’s Message,,,,10/22/24,Keya,3:25,
UC Berkeley,N,American Cultures,About,,,https://as.ugis.berkeley.edu/about-the-major/,10/22/24,Keya,3:25,about the major
UC Berkeley,N,American Cultures,Courses/Curriculum,,,https://as.ugis.berkeley.edu/courses/,10/22/24,Keya,3:25,
UC Berkeley,,,,,,,,,,
UC Berkeley,N,Ancient Greek & Roman Studies,Home/Landing,,,https://dagrs.berkeley.edu/,10/23/24,Keya,2:10,
UC Berkeley,N,Ancient Greek & Roman Studies,Undergrad education,,,https://dagrs.berkeley.edu/undergraduate/majors-and-minors,10/23/24,Keya,2:10,
UC Berkeley,N,Ancient Greek & Roman Studies,Prospective students,,,https://dagrs.berkeley.edu/index.php/graduate/prospective-students,10/23/24,Keya,2:10,
UC Berkeley,N,Ancient Greek & Roman Studies,Advising,,,https://dagrs.berkeley.edu/undergraduate/advising,10/23/24,Keya,2:10,
UC Berkeley,N,Ancient Greek & Roman Studies,Research,,,,10/23/24,Keya,2:10,
UC Berkeley,N,Ancient Greek & Roman Studies,Undergraduate Research,,,https://dagrs.berkeley.edu/undergraduate/research-opportunities-and-study-abroad,10/23/24,Keya,2:10,
UC Berkeley,N,Ancient Greek & Roman Studies,DEI/JEDI,,,https://dagrs.berkeley.edu/about/climate-equity-and-inclusion,10/23/24,Keya,2:10,
UC Berkeley,N,Ancient Greek & Roman Studies,Chair’s Message,,,,10/23/24,Keya,2:10,
UC Berkeley,N,Ancient Greek & Roman Studies,About,,,https://dagrs.berkeley.edu/about/department-history,10/23/24,Keya,2:10,"""department history"""
UC Berkeley,N,Ancient Greek & Roman Studies,Courses/Curriculum,,,https://dagrs.berkeley.edu/index.php/courses/archive,10/23/24,Keya,2:10,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,N,Anthropology,Home/Landing,,,https://anthropology.berkeley.edu/,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,Undergrad education,,,https://anthropology.berkeley.edu/undergraduate-program,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,Prospective students,,,https://anthropology.berkeley.edu/undergraduate-program/prospective-students,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,Advising,Y,,https://anthropology.berkeley.edu/undergraduate-program/current-students,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,Research,,,https://anthropology.berkeley.edu/research,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,Undergraduate Research,,,,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,DEI/JEDI,,,,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,Chair’s Message,,,https://anthropology.berkeley.edu/news-events/archived-letters-chair,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,About,,,https://anthropology.berkeley.edu/about,10/23/24,Keya,3:09,
UC Berkeley,N,Anthropology,Courses/Curriculum,,,https://anthropology.berkeley.edu/curriculum,10/23/24,Keya,3:09,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,Y,Architecture,Home/Landing,,,https://ced.berkeley.edu/arch,10/23/24,Keya,3:44,
UC Berkeley,Y,Architecture,Undergrad education,,,https://ced.berkeley.edu/arch/degrees-admissions/bachelor-of-arts-architecture,10/23/24,Keya,3:44,not really undergrad - they give each major/degree
UC Berkeley,Y,Architecture,Prospective students,,,,10/23/24,Keya,3:44,
UC Berkeley,Y,Architecture,Advising,,,https://ced.berkeley.edu/arch/advising,10/23/24,Keya,3:44,
UC Berkeley,Y,Architecture,Research,,,,10/23/24,Keya,3:44,
UC Berkeley,Y,Architecture,Undergraduate Research,,,,10/23/24,Keya,3:44,
UC Berkeley,Y,Architecture,DEI/JEDI,,,,10/23/24,Keya,3:44,
UC Berkeley,Y,Architecture,Chair’s Message,,,,10/23/24,Keya,3:44,
UC Berkeley,Y,Architecture,About,,,https://ced.berkeley.edu/arch/about,10/23/24,Keya,3:44,
UC Berkeley,Y,Architecture,Courses/Curriculum,,,https://ced.berkeley.edu/arch/courses,10/23/24,Keya,3:44,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,N,Art History,Home/Landing,,,https://arthistory.berkeley.edu/,10/23/24,Keya,1:44,
UC Berkeley,N,Art History,Undergrad education,,,https://arthistory.berkeley.edu/undergraduate,10/23/24,Keya,1:44,
UC Berkeley,N,Art History,Prospective students,,,https://arthistory.berkeley.edu/undergraduate/declare-your-major,10/23/24,Keya,1:44,"""declare your major"""
UC Berkeley,N,Art History,Advising,,,https://arthistory.berkeley.edu/undergraduate/undergraduate-advising-0,10/23/24,Keya,1:44,
UC Berkeley,N,Art History,Research,,,,10/23/24,Keya,1:44,
UC Berkeley,N,Art History,Undergraduate Research,,,,10/23/24,Keya,1:44,
UC Berkeley,N,Art History,DEI/JEDI,,,,10/23/24,Keya,1:44,
UC Berkeley,N,Art History,Chair’s Message,,,https://arthistory.berkeley.edu/about-us/message-chair,10/23/24,Keya,1:44,
UC Berkeley,N,Art History,About,,,https://arthistory.berkeley.edu/about-us,10/23/24,Keya,1:44,
UC Berkeley,N,Art History,Courses/Curriculum,,,https://arthistory.berkeley.edu/current-course-offerings,10/23/24,Keya,1:44,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,N,Art Practice,Home/Landing,,,https://art.berkeley.edu/,10/23/24,Keya,2:54,
UC Berkeley,N,Art Practice,Undergrad education,,,https://art.berkeley.edu/major,10/23/24,Keya,2:54,BA not undergrad
UC Berkeley,N,Art Practice,Prospective students,,,,10/23/24,Keya,2:54,
UC Berkeley,N,Art Practice,Advising,,,,10/23/24,Keya,2:54,
UC Berkeley,N,Art Practice,Research,,,,10/23/24,Keya,2:54,
UC Berkeley,N,Art Practice,Undergraduate Research,,,,10/23/24,Keya,2:54,
UC Berkeley,N,Art Practice,DEI/JEDI,,,,10/23/24,Keya,2:54,
UC Berkeley,N,Art Practice,Chair’s Message,,,,10/23/24,Keya,2:54,
UC Berkeley,N,Art Practice,About,Y,,https://art.berkeley.edu/,10/23/24,Keya,2:54,
UC Berkeley,N,Art Practice,Courses/Curriculum,,,https://art.berkeley.edu/courses-overview,10/23/24,Keya,2:54,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,N,Ethnic Studies,Home/Landing,,,https://ethnicstudies.berkeley.edu/,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,Undergrad education,,,https://ethnicstudies.berkeley.edu/programs/undergrad/,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,Prospective students,,,,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,Advising,,,https://ethnicstudies.berkeley.edu/programs/undergrad/advising/,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,Research,,,,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,Undergraduate Research,,,,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,DEI/JEDI,,,,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,Chair’s Message,,,,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,About,,,https://ethnicstudies.berkeley.edu/about/history/,10/23/24,Keya,3:05,
UC Berkeley,N,Ethnic Studies,Courses/Curriculum,,Y,,10/23/24,Keya,3:05,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,Y,Astronomy,Home/Landing,,,https://astro.berkeley.edu/,10/23/24,Keya,2:50,
UC Berkeley,Y,Astronomy,Undergrad education,,,https://astro.berkeley.edu/programs/undergraduate-program/,10/23/24,Keya,2:50,
UC Berkeley,Y,Astronomy,Prospective students,,,https://astro.berkeley.edu/prospective-students/,10/23/24,Keya,2:50,
UC Berkeley,Y,Astronomy,Advising,,,https://astro.berkeley.edu/programs/undergraduate-program/undergraduate-resources/,10/23/24,Keya,2:50,"""resources"""
UC Berkeley,Y,Astronomy,Research,,,https://astro.berkeley.edu/research-facilities/research-opportunities/,10/23/24,Keya,2:50,
UC Berkeley,Y,Astronomy,Undergraduate Research,Y,,https://astro.berkeley.edu/research-facilities/research-opportunities/,10/23/24,Keya,2:50,
UC Berkeley,Y,Astronomy,DEI/JEDI,,,https://astro.berkeley.edu/about/diversity-and-climate/,10/23/24,Keya,2:50,
UC Berkeley,Y,Astronomy,Chair’s Message,,,https://astro.berkeley.edu/about/,10/23/24,Keya,2:50,
UC Berkeley,Y,Astronomy,About,,,https://astro.berkeley.edu/about/history/,10/23/24,Keya,2:50,
UC Berkeley,Y,Astronomy,Courses/Curriculum,,,https://astro.berkeley.edu/courses-category/undergraduate-spring-2020/,10/23/24,Keya,2:50,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,Y,Bioengineering,Home/Landing,,,https://bioeng.berkeley.edu/,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,Undergrad education,,,https://bioeng.berkeley.edu/undergrad,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,Prospective students,,,https://bioeng.berkeley.edu/undergrad,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,Advising,,,https://bioeng.berkeley.edu/undergrad/advising,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,Research,,,https://bioeng.berkeley.edu/research,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,Undergraduate Research,,,https://bioeng.berkeley.edu/undergrad/undergradresearch,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,DEI/JEDI,,,,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,Chair’s Message,,,,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,About,,,https://bioeng.berkeley.edu/about-us,10/23/24,Keya,2:05,
UC Berkeley,Y,Bioengineering,Courses/Curriculum,,,https://bioeng.berkeley.edu/undergrad/program,10/23/24,Keya,2:05,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,Y,"Biology, Integrative",Home/Landing,,,https://ib.berkeley.edu/,10/23/24,Keya,2:12,
UC Berkeley,Y,"Biology, Integrative",Undergrad education,,,https://ib.berkeley.edu/undergrad,10/23/24,Keya,2:12,
UC Berkeley,Y,"Biology, Integrative",Prospective students,,,https://ib.berkeley.edu/undergrad/major/declaring.php,10/23/24,Keya,2:12,"""declaring major"""
UC Berkeley,Y,"Biology, Integrative",Advising,,,https://ib.berkeley.edu/undergrad/advising.php,10/23/24,Keya,2:12,
UC Berkeley,Y,"Biology, Integrative",Research,,,https://ib.berkeley.edu/research,10/23/24,Keya,2:12,
UC Berkeley,Y,"Biology, Integrative",Undergraduate Research,,,https://ib.berkeley.edu/undergrad/research.php,10/23/24,Keya,2:12,
UC Berkeley,Y,"Biology, Integrative",DEI/JEDI,,,https://ib.berkeley.edu/diversity,10/23/24,Keya,2:12,
UC Berkeley,Y,"Biology, Integrative",Chair’s Message,,,,10/23/24,Keya,2:12,
UC Berkeley,Y,"Biology, Integrative",About,,,https://ib.berkeley.edu/about,10/23/24,Keya,2:12,
UC Berkeley,Y,"Biology, Integrative",Courses/Curriculum,,,https://ib.berkeley.edu/academics/courses,10/23/24,Keya,2:12,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,Y,"Biology, Molecular and Cell",Home/Landing,,,https://mcb.berkeley.edu/,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",Undergrad education,,,https://mcb.berkeley.edu/undergrad,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",Prospective students,,,https://mcb.berkeley.edu/undergrad/prospective-students,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",Advising,,,https://mcb.berkeley.edu/undergrad/advising/advising-office/advising-services,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",Research,,,https://mcb.berkeley.edu/faculty-and-research,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",Undergraduate Research,,,https://mcb.berkeley.edu/undergrad/research,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",DEI/JEDI,,,https://mcb.berkeley.edu/diversity,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",Chair’s Message,,,,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",About,,,https://mcb.berkeley.edu/about-the-department,10/23/24,Keya,1:43,
UC Berkeley,Y,"Biology, Molecular and Cell",Courses/Curriculum,,,https://mcb.berkeley.edu/undergrad/courses,10/23/24,Keya,1:43,
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,Y,"Biology, Plant and Microbial",Home/Landing,,,https://plantandmicrobiology.berkeley.edu/,10/23/24,Keya,4:04,
UC Berkeley,Y,"Biology, Plant and Microbial",Undergrad education,,,https://plantandmicrobiology.berkeley.edu/undergraduate-majors,10/23/24,Keya,4:04,
UC Berkeley,Y,"Biology, Plant and Microbial",Prospective students,,,,10/23/24,Keya,4:04,outside dept website -> goes to college website
UC Berkeley,Y,"Biology, Plant and Microbial",Advising,,,,10/23/24,Keya,4:04,outside dept website -> goes to college website
UC Berkeley,Y,"Biology, Plant and Microbial",Research,,,https://plantandmicrobiology.berkeley.edu/research,10/23/24,Keya,4:04,
UC Berkeley,Y,"Biology, Plant and Microbial",Undergraduate Research,,,,10/23/24,Keya,4:04,goes to college website
UC Berkeley,Y,"Biology, Plant and Microbial",DEI/JEDI,,,https://plantandmicrobiology.berkeley.edu/equity-in-action,10/23/24,Keya,4:04,
UC Berkeley,Y,"Biology, Plant and Microbial",Chair’s Message,,,,10/23/24,Keya,4:04,
UC Berkeley,Y,"Biology, Plant and Microbial",About,,,https://plantandmicrobiology.berkeley.edu/about,10/23/24,Keya,4:04,
UC Berkeley,Y,"Biology, Plant and Microbial",Courses/Curriculum,,,,10/23/24,Keya,4:04,goes to berk catalog
UC Berkeley,,,,,,,10/23/24,Keya,,
UC Berkeley,Y,Physics,Home/Landing,,,https://physics.berkeley.edu/,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,Undergrad education,,,https://physics.berkeley.edu/academics/undergraduate-degree,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,Prospective students,,,,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,Advising,,,https://physics.berkeley.edu/student-life/student-support-advising,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,Research,,,https://physics.berkeley.edu/research-faculty,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,Undergraduate Research,,,https://physics.berkeley.edu/academics/undergraduate-research,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,DEI/JEDI,,,https://physics.berkeley.edu/equity-inclusion,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,Chair’s Message,,,https://physics.berkeley.edu/welcome,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,About,,,https://physics.berkeley.edu/welcome/history,10/23/24,Keya,2:26,
UC Berkeley,Y,Physics,Courses/Curriculum,,,https://physics.berkeley.edu/academics/courses,10/23/24,Keya,2:26,
UC Berkeley,,,,,,,,Keya,,
UC Berkeley,,Business,Home/Landing,,,,,Keya,,
UC Berkeley,,Business,Undergrad education,,,,,Keya,,
UC Berkeley,,Business,Prospective students,,,,,Keya,,
UC Berkeley,,Business,Advising,,,,,Keya,,
UC Berkeley,,Business,Research,,,,,Keya,,
