URL,Text Chunk,Flesch Reading Ease,Flesch-Kincaid Grade Level,SMOG Index,Gunning Fog Index,Automated Readability Index,Coleman Liau Index,Dale-Chall Readability Score,Linsear Write Formula,Difficult Words,Total Number of Sentences,Total Number of Words,Sentiment,Sentiment Category
https://as.ugis.berkeley.edu/,Alexander Benjamin Craghead,34.59,9.2,0.0,1.2,19.3,22.75,19.58,0.5,3,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Christine Palmer,77.91,2.9,0.0,0.8,14.9,12.9,19.53,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Michael Mark Cohen,93.81,0.9,0.0,1.2,5.2,5.35,14.31,0.5,1,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Sarah Gold McBride,119.19,-2.7,0.0,1.2,5.2,5.35,14.31,0.5,0,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,News,121.22,-3.5,0.0,0.4,-2.2,-22.21,0.05,-0.5,0,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,American Studies in the News: 9/11 shaped the U.S. in unimaginable ways. This class helps Gen Z students grasp how,90.05,2.4,7.8,4.68,4.3,5.86,14.23,3.0,3,3,20,0.3818,Positive
https://as.ugis.berkeley.edu/,"This news story originally appeared in UC Berkeley News, September 11, 2024 Twenty-three years after the 9/11 terrorist attack, UC Berkeley Professor Michael Mark Cohen is teaching a course that examines how disastrous its consequences ...",27.49,18.1,0.0,20.86,23.5,15.79,12.59,25.0,10,1,35,-0.9136,Negative
https://as.ugis.berkeley.edu/,American Studies Majors in the News: Brandon Fellows and the Re-Emerging Scholars Program for formerly incarcerated individuals,11.92,15.8,0.0,13.86,17.8,19.6,14.7,12.5,10,1,17,0.0,Neutral
https://as.ugis.berkeley.edu/,"American Studies major Brandon Fellows ('24) was recently featured in ""Community college program helps formerly incarcerated students find opportunity,"" in the Sacramento Bee. Here is an excerpt from the article: If you ask Brandon Fellows where ...",27.83,13.9,0.0,14.98,15.5,14.96,11.55,13.25,14,2,36,0.3818,Positive
https://as.ugis.berkeley.edu/,"Oddyard, interdisciplinary student journal, published with support from American Studies",2.11,15.5,0.0,8.0,20.8,25.9,15.19,6.0,7,1,10,0.4019,Positive
https://as.ugis.berkeley.edu/,"Oddyard, an interdisciplinary student journal, has published its third issue, ""Third Places,"" with support from the Interdisciplinary Program in American Studies. Founded by undergraduate students in several disciplines and schools on campus, Oddyard focuses on ...",19.87,14.8,0.0,11.57,18.3,18.73,12.17,12.5,15,2,35,0.4019,Positive
https://as.ugis.berkeley.edu/,"May 14, 2024 UGIS Commencement Ceremony will be live streamed and recorded",67.76,6.8,0.0,11.47,9.3,11.82,13.44,7.0,3,1,12,0.0,Neutral
https://as.ugis.berkeley.edu/,"The UGIS Commencement ceremony on May 14, 7-9pm, at Zellerbach Hall, will be live streamed with captioning at the link below. And on Thursday, May 16, a recorded video of the ceremony will be available ...",70.63,7.8,0.0,10.43,10.2,8.93,10.82,11.0,6,2,35,0.0,Neutral
https://as.ugis.berkeley.edu/,GSI Jobs,120.21,-3.1,0.0,0.8,-4.0,-10.31,19.53,0.0,0,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Donate,36.62,8.4,0.0,0.4,7.3,-10.61,19.48,-0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,Faculty and Staff,59.97,5.6,0.0,14.53,3.6,3.43,14.31,1.5,1,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Spotlight on American Studies Graduates,15.64,12.3,0.0,10.0,14.0,18.88,13.36,3.5,3,1,5,0.0,Neutral
https://as.ugis.berkeley.edu/,Tevel Pele,77.91,2.9,0.0,0.8,0.8,-4.51,19.53,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,"The People’s Poetry and Social Movements: Lessons from American Poets, Organizers and Non-profit Leaders in Twenty-first Century Movement-Building",2.44,17.4,0.0,13.87,21.3,22.04,15.06,16.0,10,1,18,0.0,Neutral
https://as.ugis.berkeley.edu/,Olivia M. Tai,119.19,-2.7,0.0,1.2,-2.7,-6.26,19.58,0.5,0,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,The ‘Poverty Aesthetic’ as Pseudo-Counterculturalism: A Sociological Analysis of Advanced Capitalism in the Postmodern Era,-19.9,19.8,0.0,22.0,20.0,22.32,14.91,13.5,9,1,15,0.25,Positive
https://as.ugis.berkeley.edu/,Cleavon Gilman,77.91,2.9,0.0,0.8,10.2,7.1,19.53,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,"Cleavon Gilman : - ""William Nelson Colson: The Effects of Northernization and Francization on Southern Negroes in the Pursuit of Unequivocal Equality (1915-1922)"" (Class of 2009)",38.66,13.8,0.0,16.27,20.6,17.58,14.7,17.0,10,1,24,0.0,Neutral
https://as.ugis.berkeley.edu/,Kristen Wilson,35.61,8.8,0.0,0.8,10.2,7.1,19.53,0.0,2,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Kristen Wilson : - The Slippery Slope: Paranoia and Alternative Morality in American Childrens Literature at the Turn of the Millennium (Class of 2017),32.22,14.2,0.0,16.07,17.0,15.14,11.9,17.0,8,1,22,-0.25,Negative
https://as.ugis.berkeley.edu/,Get in touch,119.19,-2.7,0.0,1.2,-4.3,-6.26,0.15,0.5,0,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Administrative Office,-91.3,26.5,0.0,20.8,26.7,27.4,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Laura Spautz265 Evans Hallamerstd@berkeley.edu,-8.73,15.5,0.0,11.6,31.2,36.25,27.52,2.0,3,1,4,0.0,Neutral
https://as.ugis.berkeley.edu/,Departments,-47.99,20.2,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,Information,-132.59,32.0,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,American Studies,-6.7,14.7,0.0,0.8,14.9,12.9,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Understanding “American culture” as the interplay of material practices and the realm of ideas,31.89,12.3,0.0,14.17,12.8,14.84,12.23,11.0,5,1,14,0.0,Neutral
https://as.ugis.berkeley.edu/,"The Undergraduate degree program in American Studiesconsiders technology, economy, urbanism, and ecology, as well as literature, the arts, and political and geographic history. American Studies takes a particular interest in cultural hybridity, cultural layering, and in American culture exported abroad.",-16.51,20.5,0.0,23.0,19.8,19.72,13.31,20.0,19,2,40,0.6249,Positive
https://as.ugis.berkeley.edu/,Announcements,-47.99,20.2,0.0,40.4,40.3,30.0,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,Declaring the Major,59.97,5.6,0.0,1.2,6.8,7.32,9.05,0.5,1,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Forms and Downloads,93.81,0.9,0.0,1.2,6.8,7.32,14.31,0.5,1,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,FAQ's,121.22,-3.5,0.0,0.4,2.6,-22.21,19.48,-0.5,0,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,Minor,36.62,8.4,0.0,0.4,2.6,-16.41,19.48,-0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,Student Academic Advising,-24.64,17.4,0.0,27.87,16.2,18.92,19.58,2.5,3,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,"Laura Spautz, MPH",93.81,0.9,0.0,1.2,3.6,1.52,19.58,0.5,1,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,"The Student Academic Advisor’s job is to guide students and faculty as they navigate University, College, and Major Program policies. Laura is an experienced advisor who is available to serve as a sounding board for ideas and concerns as they arise.",50.67,11.3,0.0,15.03,12.8,11.6,10.82,13.75,15,2,41,0.0,Neutral
https://as.ugis.berkeley.edu/,Faculty Advising,-49.0,20.6,0.0,40.8,14.9,12.9,19.53,2.0,2,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Alexander Benjamin Craghead,34.59,9.2,0.0,1.2,19.3,22.75,19.58,0.5,3,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Christine Palmer,77.91,2.9,0.0,0.8,14.9,12.9,19.53,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Michael Mark Cohen,93.81,0.9,0.0,1.2,5.2,5.35,14.31,0.5,1,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Sarah Gold McBride,119.19,-2.7,0.0,1.2,5.2,5.35,14.31,0.5,0,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,News,121.22,-3.5,0.0,0.4,-2.2,-22.21,0.05,-0.5,0,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,American Studies in the News: 9/11 shaped the U.S. in unimaginable ways. This class helps Gen Z students grasp how,90.05,2.4,7.8,4.68,4.3,5.86,14.23,3.0,3,3,20,0.3818,Positive
https://as.ugis.berkeley.edu/,"This news story originally appeared in UC Berkeley News, September 11, 2024 Twenty-three years after the 9/11 terrorist attack, UC Berkeley Professor Michael Mark Cohen is teaching a course that examines how disastrous its consequences ...",27.49,18.1,0.0,20.86,23.5,15.79,12.59,25.0,10,1,35,-0.9136,Negative
https://as.ugis.berkeley.edu/,American Studies Majors in the News: Brandon Fellows and the Re-Emerging Scholars Program for formerly incarcerated individuals,11.92,15.8,0.0,13.86,17.8,19.6,14.7,12.5,10,1,17,0.0,Neutral
https://as.ugis.berkeley.edu/,"American Studies major Brandon Fellows ('24) was recently featured in ""Community college program helps formerly incarcerated students find opportunity,"" in the Sacramento Bee. Here is an excerpt from the article: If you ask Brandon Fellows where ...",27.83,13.9,0.0,14.98,15.5,14.96,11.55,13.25,14,2,36,0.3818,Positive
https://as.ugis.berkeley.edu/,"Oddyard, interdisciplinary student journal, published with support from American Studies",2.11,15.5,0.0,8.0,20.8,25.9,15.19,6.0,7,1,10,0.4019,Positive
https://as.ugis.berkeley.edu/,"Oddyard, an interdisciplinary student journal, has published its third issue, ""Third Places,"" with support from the Interdisciplinary Program in American Studies. Founded by undergraduate students in several disciplines and schools on campus, Oddyard focuses on ...",19.87,14.8,0.0,11.57,18.3,18.73,12.17,12.5,15,2,35,0.4019,Positive
https://as.ugis.berkeley.edu/,"May 14, 2024 UGIS Commencement Ceremony will be live streamed and recorded",67.76,6.8,0.0,11.47,9.3,11.82,13.44,7.0,3,1,12,0.0,Neutral
https://as.ugis.berkeley.edu/,"The UGIS Commencement ceremony on May 14, 7-9pm, at Zellerbach Hall, will be live streamed with captioning at the link below. And on Thursday, May 16, a recorded video of the ceremony will be available ...",70.63,7.8,0.0,10.43,10.2,8.93,10.82,11.0,6,2,35,0.0,Neutral
https://as.ugis.berkeley.edu/,GSI Jobs,120.21,-3.1,0.0,0.8,-4.0,-10.31,19.53,0.0,0,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Donate,36.62,8.4,0.0,0.4,7.3,-10.61,19.48,-0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,Faculty and Staff,59.97,5.6,0.0,14.53,3.6,3.43,14.31,1.5,1,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Spotlight on American Studies Graduates,15.64,12.3,0.0,10.0,14.0,18.88,13.36,3.5,3,1,5,0.0,Neutral
https://as.ugis.berkeley.edu/,Tevel Pele,77.91,2.9,0.0,0.8,0.8,-4.51,19.53,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,"The People’s Poetry and Social Movements: Lessons from American Poets, Organizers and Non-profit Leaders in Twenty-first Century Movement-Building",2.44,17.4,0.0,13.87,21.3,22.04,15.06,16.0,10,1,18,0.0,Neutral
https://as.ugis.berkeley.edu/,Olivia M. Tai,119.19,-2.7,0.0,1.2,-2.7,-6.26,19.58,0.5,0,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,The ‘Poverty Aesthetic’ as Pseudo-Counterculturalism: A Sociological Analysis of Advanced Capitalism in the Postmodern Era,-19.9,19.8,0.0,22.0,20.0,22.32,14.91,13.5,9,1,15,0.25,Positive
https://as.ugis.berkeley.edu/,Cleavon Gilman,77.91,2.9,0.0,0.8,10.2,7.1,19.53,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,"Cleavon Gilman : - ""William Nelson Colson: The Effects of Northernization and Francization on Southern Negroes in the Pursuit of Unequivocal Equality (1915-1922)"" (Class of 2009)",38.66,13.8,0.0,16.27,20.6,17.58,14.7,17.0,10,1,24,0.0,Neutral
https://as.ugis.berkeley.edu/,Kristen Wilson,35.61,8.8,0.0,0.8,10.2,7.1,19.53,0.0,2,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Kristen Wilson : - The Slippery Slope: Paranoia and Alternative Morality in American Childrens Literature at the Turn of the Millennium (Class of 2017),32.22,14.2,0.0,16.07,17.0,15.14,11.9,17.0,8,1,22,-0.25,Negative
https://as.ugis.berkeley.edu/,Get in touch,119.19,-2.7,0.0,1.2,-4.3,-6.26,0.15,0.5,0,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/,Administrative Office,-91.3,26.5,0.0,20.8,26.7,27.4,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/,Laura Spautz265 Evans Hallamerstd@berkeley.edu,-8.73,15.5,0.0,11.6,31.2,36.25,27.52,2.0,3,1,4,0.0,Neutral
https://as.ugis.berkeley.edu/,Departments,-47.99,20.2,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/,Information,-132.59,32.0,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/declaring-the-major/,American Studies,-6.7,14.7,0.0,0.8,14.9,12.9,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/declaring-the-major/,Declaring the Major,59.97,5.6,0.0,1.2,6.8,7.32,9.05,0.5,1,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/declaring-the-major/,"Students must have a minimum grade point average of 2.0 before declaring any major in the College of Letters and Science. They are required to declare when 60 units have been completed. If a major has not been declared by the completion of 70 units, registration for classes may be blocked.",66.94,7.1,9.5,9.04,7.1,8.57,10.15,6.625,13,4,51,-0.2732,Negative
https://as.ugis.berkeley.edu/declaring-the-major/,"Students must complete the American Studies major application packet. Included in the packet are the L&S Program Planning form and the American Studies Application Form on which students outline their plan for the Area of Concentration within the major. Also required are informal transcripts (UC Berkeley Cal Central Academics page printouts or copies of transcripts from other colleges attended), showing work for all completed classes listed on the major application form. The declaration packet must be submitted to an American Studies faculty advisor for approval.",32.94,14.0,14.2,13.23,16.1,15.26,11.01,14.375,28,4,85,0.4767,Positive
https://as.ugis.berkeley.edu/declaring-the-major/,"Students are required to have completed the American Studies 10 before declaring the major. All lower division courses, including those completed after declaring the major, must be completed with a grade of “C” or better.",45.25,11.3,0.0,10.43,12.5,12.41,9.47,11.75,9,2,35,0.1779,Positive
https://as.ugis.berkeley.edu/declaring-the-major/,Student Handbook And Other Forms,66.4,5.2,0.0,2.0,7.4,10.76,13.36,1.5,2,1,5,0.0,Neutral
https://as.ugis.berkeley.edu/declaring-the-major/,"The American Studies Student Handbook and Major Declaration Forms are available for downloading fromthis page.They are also available at 265 Evans, the American Studies office.",41.87,10.5,0.0,8.2,13.5,16.4,10.57,7.25,6,2,25,0.0,Neutral
https://as.ugis.berkeley.edu/declaring-the-major/,Announcements,-47.99,20.2,0.0,40.4,40.3,30.0,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/declaring-the-major/,News,121.22,-3.5,0.0,0.4,-2.2,-22.21,0.05,-0.5,0,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/declaring-the-major/,Departments,-47.99,20.2,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/declaring-the-major/,Information,-132.59,32.0,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,American Studies,-6.7,14.7,0.0,0.8,14.9,12.9,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,Program Resources,35.61,8.8,0.0,0.8,17.3,15.8,19.53,0.0,2,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,Career Center,35.61,8.8,0.0,0.8,7.8,4.2,11.63,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,Visit theUC Berkeley Career Centernow for job search assistance.You can also view our FAQfor more information about careers in Interdisciplinary Studies.,26.98,12.1,0.0,11.82,13.6,17.43,11.68,6.25,9,2,21,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,GPA calculator,-6.7,14.7,0.0,20.8,10.2,7.1,19.53,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,Calculate your GPAusing the UCB Academic Achievement Programs’ online GPA calculator.,26.47,12.3,0.0,15.31,16.2,20.05,17.1,7.5,7,1,11,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,L&S Advising,35.61,8.8,0.0,20.8,5.5,-1.61,27.42,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,"The college advisors in theOffice of Undergraduate Advising(OUA) can help you plan your academic program, suggest enrichment opportunities, check your progress toward a degree, and explain academic policies and requirements. For more information,visit their web site.",27.83,13.9,0.0,17.2,17.9,18.5,11.55,14.0,13,2,36,0.7964,Positive
https://as.ugis.berkeley.edu/program-resources/,Announcements,-47.99,20.2,0.0,40.4,40.3,30.0,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,News,121.22,-3.5,0.0,0.4,-2.2,-22.21,0.05,-0.5,0,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,Departments,-47.99,20.2,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/program-resources/,Information,-132.59,32.0,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,American Studies,-6.7,14.7,0.0,0.8,14.9,12.9,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,Research Guides,77.91,2.9,0.0,0.8,12.5,10.0,19.53,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,Research Opportunities,-91.3,26.5,0.0,20.8,29.0,30.3,19.53,1.0,2,1,2,0.3818,Positive
https://as.ugis.berkeley.edu/research-guides/,Scholarship Connection,-49.0,20.6,0.0,40.8,29.0,30.3,19.53,2.0,2,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,Office of Undergraduate Research,-8.73,15.5,0.0,11.6,14.7,18.85,11.73,2.0,2,1,4,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,Library Resources,35.61,8.8,0.0,0.8,17.3,15.8,11.63,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,“Where Do I Start?” A UC Librairies tutorial on how to begin a research projecthttp://www.lib.uci.edu/uc-research-tutorial/begin.html,4.64,14.5,0.0,8.33,19.7,20.95,14.54,3.75,4,2,15,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,Announcements,-47.99,20.2,0.0,40.4,40.3,30.0,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,News,121.22,-3.5,0.0,0.4,-2.2,-22.21,0.05,-0.5,0,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,Departments,-47.99,20.2,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/research-guides/,Information,-132.59,32.0,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/about-the-major/,American Studies,-6.7,14.7,0.0,0.8,14.9,12.9,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/about-the-major/,About the Major,93.81,0.9,0.0,1.2,0.5,-0.46,0.15,0.5,0,1,3,0.0,Neutral
https://as.ugis.berkeley.edu/about-the-major/,Announcements,-47.99,20.2,0.0,40.4,40.3,30.0,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/about-the-major/,News,121.22,-3.5,0.0,0.4,-2.2,-22.21,0.05,-0.5,0,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/about-the-major/,Departments,-47.99,20.2,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/about-the-major/,Information,-132.59,32.0,0.0,40.4,30.9,18.4,19.48,0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,American Studies,-6.7,14.7,0.0,0.8,14.9,12.9,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,Courses,36.62,8.4,0.0,0.4,12.0,-4.81,19.48,-0.5,1,1,1,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,American Studies Courses by Semester,15.64,12.3,0.0,10.0,11.2,15.4,13.36,3.5,3,1,5,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,Summer 2025,77.91,2.9,0.0,0.8,3.1,-1.61,11.63,0.0,0,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,INTRODUCTORY COURSE,-49.0,20.6,0.0,20.8,22.0,21.6,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,American Studies 10 – New Orleans CultureSESSION D – ONLINEClass #12996; Instructor: B. Wagner; 4 units,38.99,9.6,0.0,11.37,11.7,13.64,17.52,5.0,6,2,14,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,"This course introduces the art, music, literature, politics, religion, and folklore that define the city of New Orleans. Students will read and discuss important books about the city; investigate primary sources from local archives in a variety of mediums; and learn about historical neighborhoods whose architecture and design suggest the complex legacies of colonialism and the slave trade. Across the course, we will consider how culture and society are structured by persisting struggles over group identity conditioned by the city’s history of creolization. This is an online course. All lectures are prerecorded and available to watch at your convenience. This approach gives us the opportunity to engage with many of the city’s most important musicians, activists, artists, writers, and community leaders who will share guest lectures, demonstrations, and performances they have produced for our course.",40.18,13.2,15.2,16.11,16.9,15.44,10.95,14.2,48,6,135,0.7579,Positive
https://as.ugis.berkeley.edu/courses/,TIME COURSES,77.91,2.9,0.0,0.8,5.5,1.3,11.63,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,American Studies 101 – Harlem RenaissanceSESSION D – ONLINEClass #12741 ; Instructors: C. Palmer and B. Wagner; 4 units,49.18,7.7,9.7,9.62,11.0,12.27,17.72,3.5,5,3,16,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,"This course explores the social, cultural, and political awakenings in the literature, art, and music of a movement known in its time as the “New Negro” Renaissance, now more commonly known as the Harlem Renaissance. This is remembered as a period (roughly 1918-1930) when, in the midst of legal segregation and increasing anti-Black mob violence, Black American writers, artists, philosophers, activists, and musicians, congregating in New York City’s Harlem neighborhood, reclaimed the right to represent themselves in a wide range of artistic mediums and activist movements. We will read works by Claude McKay, Langston Hughes, Nella Larsen, Zora Neale Hurston, and others as we reflect on migration and metropolitan life, primitivism and the avant garde, diaspora and exile, passing and identity, sexuality and secrecy, and the relationship between modern art and folk tradition.",18.05,21.7,19.9,24.64,27.3,14.99,13.55,22.333333333333332,47,3,133,-0.5574,Negative
https://as.ugis.berkeley.edu/courses/,"American Studies  101 – Art x Advertising: Visual Culture, Transgression, and Consumerism in America, 1945-1973SESSION D – IN PERSONMonday, Tuesday and Wednesday, 1-4 pm385 Physics BuildingClass #13915Instructor: A. Craghead4 units",17.68,17.8,0.0,18.34,26.4,21.93,16.3,22.0,11,1,28,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,"This course examines the visual culture of the postwar period in the United States, exploring the intersection of the “fine” and “commercial” arts. During this period, marked strongly by consumerism, the line between “high” and “low” culture became highly porous. To explore the topic, we will look at many forms of media, from TV spots to photographs, from print advertisements to the design of the product they promote. Parallel to this, we will look at the work of nominally non-commercial artists and try to understand how they appropriated and deployed the visual culture of consumer society. This will include looking at photographs, prints, paintings, and sculpture, as well as at architecture. Ultimately, we hope to develop a better sense of how the transgressive nature of this period’s visual culture led to cross-pollination and new forms of selling, persuasion, and expression.",47.83,12.4,14.3,14.75,15.5,12.83,10.21,12.8,40,6,140,0.9246,Positive
https://as.ugis.berkeley.edu/courses/,"Our primary goals are twofold. First, students will develop a working knowledge of American visual culture during the long postwar period. Second, students will learn and try out the ability to “read” visual materials, including objects and things, as a valid source of knowledge, both widening and developing their capacity for analysis and critique.In addition to in class discussions and workshops, we may make field trips to view art and archival materials. Throughout the semester, students will work on a portfolio of small projects related to the topic, which may lean either historical and scholarly, or expressive and artistic, or a mixture of both. No prior knowledge of either art or consumer culture is required, but a sense of curiosity about visual culture and/or the postwar period are a plus.",49.45,11.8,13.8,14.22,14.0,12.13,10.06,13.8,35,6,130,0.0129,Neutral
https://as.ugis.berkeley.edu/courses/,This course fulfills the “Time” requirement for American Studies majors.,52.87,8.4,0.0,8.0,13.2,16.04,10.45,6.0,4,1,10,0.25,Positive
https://as.ugis.berkeley.edu/courses/,Spring 2025,120.21,-3.1,0.0,0.8,3.1,-1.61,11.63,0.0,0,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,INTRODUCTORY COURSE,-49.0,20.6,0.0,20.8,22.0,21.6,11.63,1.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,American Studies 10 – Friendship in American CultureChristine Palmer / Sarah Gold McBrideTTh 12:30-2 pm141 McConeClass #209434 units,55.24,9.5,0.0,8.9,20.4,22.33,17.26,12.0,4,1,16,0.4404,Positive
https://as.ugis.berkeley.edu/courses/,"Discussion Sections:101 – W 9-10, 4 Evans102 – W 3-4, 85 Evans103 – F 10-11, 385 Physics Building104 – F 12-1, 385 Physics Building",68.1,8.7,0.0,10.0,14.0,10.27,18.84,14.0,5,1,20,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,"The ancient Greek philosopher Aristotle described the virtuous friend as “another self.” More than two-thousand years later, The Rembrandts sang of a good friend, “[it] seems you’re the only one who knows / What it’s like to be me.” (And so, they continued, “I’ll be there for you / ‘Cause you’re there for me too.”) This course suggests we take both of these reflections on friendship seriously and consider friendship as a means to approaching the study of American culture and history. Our interdisciplinary examination of friendship will explore both the lived experience of being a friend and the ways in which popular culture and the media have depicted friendship in the United States, past and present. We will consider, for example, the folklore and anthropology of friendship; the shifting line between friendship and romantic love; consumerism and friendship; ethnic, racial, and generational differences among friendship cultures; institutions rooted in friendship (such as fraternities and sororities); famous friendships on film and television; and how the meaning of friendship has changed over time. By focusing on friendship as a theory, a fantasy, an organization, an event, and a media construct, this course provides an introduction to and a “toolkit” for the interdisciplinary study of American culture.",42.04,14.6,15.5,16.72,19.1,13.94,9.74,12.8,47,7,203,0.9959,Positive
https://as.ugis.berkeley.edu/courses/,TIME COURSES,77.91,2.9,0.0,0.8,5.5,1.3,11.63,0.0,1,1,2,0.0,Neutral
https://as.ugis.berkeley.edu/courses/,American Studies 101 – The Music of 1971David MillerMW 2-4 pm141 GianniniClass #233644 units,58.28,8.4,0.0,8.28,13.7,15.76,16.43,8.0,3,1,13,0.0,Neutral
